SKU,Product_Family,Date,Actual,Forecast,Method
FOODS_3_564,FOODS_3,2015-11-01,14.0,39.21934900201682,SES
FOODS_3_564,FOODS_3,2015-12-01,0.0,25.21144622416832,SES
FOODS_3_564,FOODS_3,2016-01-01,12.0,11.168692803896072,SES
FOODS_3_564,FOODS_3,2016-02-01,14.0,11.652694775041756,SES
FOODS_3_564,FOODS_3,2016-03-01,9.0,12.953734278398677,SES
FOODS_3_564,FOODS_3,2016-04-01,38.0,10.778832728058863,SES
FOODS_3_564,FOODS_3,2016-05-01,23.0,25.456258727912903,SES
FOODS_3_581,FOODS_3,2015-05-01,18.0,31.37948923431537,Holt-Winters
FOODS_3_581,FOODS_3,2015-06-01,31.0,28.259856611594206,Holt-Winters
FOODS_3_581,FOODS_3,2015-07-01,26.0,32.68912156627911,Holt-Winters
FOODS_3_581,FOODS_3,2015-08-01,16.0,26.729693419620403,Holt-Winters
FOODS_3_581,FOODS_3,2015-09-01,16.0,26.431135129360037,Holt-Winters
FOODS_3_581,FOODS_3,2015-10-01,16.0,26.80779513918208,Holt-Winters
FOODS_3_581,FOODS_3,2015-11-01,48.0,40.635081686989125,Holt-Winters
FOODS_3_581,FOODS_3,2015-12-01,73.0,39.970113759201965,Holt-Winters
FOODS_3_581,FOODS_3,2016-01-01,31.0,29.262859558580733,Holt-Winters
FOODS_3_581,FOODS_3,2016-02-01,26.0,29.241786766561603,Holt-Winters
FOODS_3_581,FOODS_3,2016-03-01,27.0,30.60825588691425,Holt-Winters
FOODS_3_581,FOODS_3,2016-04-01,35.0,30.190619088618,Holt-Winters
FOODS_3_581,FOODS_3,2016-05-01,23.0,26.566400615071373,Holt-Winters
FOODS_3_596,FOODS_3,2015-05-01,48.0,54.25,SMA
FOODS_3_596,FOODS_3,2015-06-01,51.0,54.25,SMA
FOODS_3_596,FOODS_3,2015-07-01,70.0,54.833333333333336,SMA
FOODS_3_596,FOODS_3,2015-08-01,68.0,57.75,SMA
FOODS_3_596,FOODS_3,2015-09-01,70.0,59.833333333333336,SMA
FOODS_3_596,FOODS_3,2015-10-01,79.0,60.083333333333336,SMA
FOODS_3_596,FOODS_3,2015-11-01,73.0,58.25,SMA
FOODS_3_596,FOODS_3,2015-12-01,58.0,58.5,SMA
FOODS_3_596,FOODS_3,2016-01-01,71.0,59.75,SMA
FOODS_3_596,FOODS_3,2016-02-01,66.0,61.5,SMA
FOODS_3_596,FOODS_3,2016-03-01,62.0,62.583333333333336,SMA
FOODS_3_596,FOODS_3,2016-04-01,62.0,63.666666666666664,SMA
FOODS_3_596,FOODS_3,2016-05-01,52.0,64.83333333333333,SMA
FOODS_3_663,FOODS_3,2015-05-01,78.0,73.16812852481942,SES
FOODS_3_663,FOODS_3,2015-06-01,67.0,76.19088489115458,SES
FOODS_3_663,FOODS_3,2015-07-01,68.0,70.6291531118832,SES
FOODS_3_663,FOODS_3,2015-08-01,57.0,69.05201997028858,SES
FOODS_3_663,FOODS_3,2015-09-01,27.0,61.80592173169015,SES
FOODS_3_663,FOODS_3,2015-10-01,22.0,40.23142371777793,SES
FOODS_3_663,FOODS_3,2015-11-01,11.0,28.176110517464455,SES
FOODS_3_663,FOODS_3,2015-12-01,0.0,16.666492501329696,SES
FOODS_3_663,FOODS_3,2016-01-01,11.0,5.32404502733858,SES
FOODS_3_663,FOODS_3,2016-02-01,0.0,9.15758422427011,SES
FOODS_3_663,FOODS_3,2016-03-01,0.0,3.022859912593564,SES
FOODS_3_663,FOODS_3,2016-04-01,12.0,0.9922352118059935,SES
FOODS_3_663,FOODS_3,2016-05-01,48.0,8.356836101137695,SES
FOODS_3_710,FOODS_3,2015-05-01,21.0,11.901517256909319,SES
FOODS_3_710,FOODS_3,2015-06-01,16.0,16.763440549320443,SES
FOODS_3_710,FOODS_3,2015-07-01,17.0,16.345071756308027,SES
FOODS_3_710,FOODS_3,2015-08-01,19.0,16.695356602174012,SES
FOODS_3_710,FOODS_3,2015-09-01,14.0,17.929553575191015,SES
FOODS_3_710,FOODS_3,2015-10-01,12.0,15.841465584367636,SES
FOODS_3_710,FOODS_3,2015-11-01,12.0,13.79092706280219,SES
FOODS_3_710,FOODS_3,2015-12-01,13.0,12.822110586534897,SES
FOODS_3_710,FOODS_3,2016-01-01,8.0,12.918027822574524,SES
FOODS_3_710,FOODS_3,2016-02-01,12.0,10.262470787791525,SES
FOODS_3_710,FOODS_3,2016-03-01,10.0,11.20330590476937,SES
FOODS_3_710,FOODS_3,2016-04-01,11.0,10.558181735285856,SES
FOODS_3_710,FOODS_3,2016-05-01,14.0,10.795071692834885,SES
FOODS_3_770,FOODS_3,2015-05-01,46.0,46.58969225625876,SES
FOODS_3_770,FOODS_3,2015-06-01,25.0,46.23565911798396,SES
FOODS_3_770,FOODS_3,2015-07-01,23.0,33.19757521463029,SES
FOODS_3_770,FOODS_3,2015-08-01,20.0,26.123446179583112,SES
FOODS_3_770,FOODS_3,2015-09-01,21.0,21.880519756739382,SES
FOODS_3_770,FOODS_3,2015-10-01,12.0,21.277110304235308,SES
FOODS_3_770,FOODS_3,2015-11-01,30.0,14.910778680989813,SES
FOODS_3_770,FOODS_3,2015-12-01,26.0,24.936109133009907,SES
FOODS_3_770,FOODS_3,2016-01-01,17.0,25.645179435052388,SES
FOODS_3_770,FOODS_3,2016-02-01,30.0,19.99204902217988,SES
FOODS_3_770,FOODS_3,2016-03-01,43.0,26.437961133219115,SES
FOODS_3_770,FOODS_3,2016-04-01,32.0,37.45370148731726,SES
FOODS_3_770,FOODS_3,2016-05-01,29.0,33.82209498918163,SES
FOODS_3_818,FOODS_3,2015-05-01,98.0,97.91666666666667,SMA
FOODS_3_818,FOODS_3,2015-06-01,95.0,99.25,SMA
FOODS_3_818,FOODS_3,2015-07-01,108.0,101.0,SMA
FOODS_3_818,FOODS_3,2015-08-01,96.0,104.16666666666667,SMA
FOODS_3_818,FOODS_3,2015-09-01,101.0,104.75,SMA
FOODS_3_818,FOODS_3,2015-10-01,74.0,107.41666666666667,SMA
FOODS_3_818,FOODS_3,2015-11-01,42.0,106.16666666666667,SMA
FOODS_3_818,FOODS_3,2015-12-01,111.0,99.66666666666667,SMA
FOODS_3_818,FOODS_3,2016-01-01,120.0,94.0,SMA
FOODS_3_818,FOODS_3,2016-02-01,99.0,94.58333333333333,SMA
FOODS_3_818,FOODS_3,2016-03-01,97.0,94.41666666666667,SMA
FOODS_3_818,FOODS_3,2016-04-01,85.0,95.91666666666667,SMA
FOODS_3_818,FOODS_3,2016-05-01,48.0,93.83333333333333,SMA
FOODS_3_825,FOODS_3,2015-05-01,36.0,34.46224894210792,SES
FOODS_3_825,FOODS_3,2015-06-01,27.0,35.23255161777064,SES
FOODS_3_825,FOODS_3,2015-07-01,34.0,31.117563902538972,SES
FOODS_3_825,FOODS_3,2015-08-01,33.0,32.55824230706378,SES
FOODS_3_825,FOODS_3,2015-09-01,29.0,32.77855965605706,SES
FOODS_3_825,FOODS_3,2015-10-01,15.0,30.894225033714505,SES
FOODS_3_825,FOODS_3,2015-11-01,15.0,22.9192230983098,SES
FOODS_3_825,FOODS_3,2015-12-01,27.0,18.838972807792075,SES
FOODS_3_825,FOODS_3,2016-01-01,26.0,22.985612742485642,SES
FOODS_3_825,FOODS_3,2016-02-01,19.0,24.497781891860495,SES
FOODS_3_825,FOODS_3,2016-03-01,33.0,21.74280307419711,SES
FOODS_3_825,FOODS_3,2016-04-01,35.0,27.362195460274805,SES
FOODS_3_825,FOODS_3,2016-05-01,27.0,31.211738006661527,SES
